Trade Date,Index Value,Net Change,High,Low
9/13/24,803.57961745046,22.16333980461,804.64776152461,791.53179772033
9/12/24,781.41627764585,15.64178551828,782.82844050087,767.94416289271
9/11/24,765.77449212757,-3.08115060312,766.92914210517,746.18130258622
9/10/24,768.85564273069,3.83177185790,770.44591017628,761.27705886519
9/9/24,765.02387087279,1.93277800908,772.11608278557,763.69416369231
9/6/24,763.09109286371,2.74337494218,777.37825548463,762.52005954365
9/5/24,760.34771792153,-3.53398510504,766.63862354192,757.85102235427
9/4/24,763.88170302657,-2.21444828634,766.28626662363,757.72515730397
9/3/24,766.09615131291,-20.52996467097,789.22339926890,761.86388164230
8/30/24,786.62611598388,8.80732622689,787.08035063618,772.85867820139
8/29/24,777.81878975699,-0.12483933987,784.31488997301,773.04811624115
8/28/24,777.94362909686,-4.09179100423,784.07536861923,775.86087229702
8/27/24,782.03542010109,-9.85833421959,785.75675995834,780.61336761295
8/26/24,791.89375432068,-7.76445213684,805.42728168620,791.59144527981
8/23/24,799.65820645752,28.75056626537,800.23524400507,776.72294133655
8/22/24,770.90764019215,-2.00310969562,776.72103889028,768.54853890011
8/21/24,772.91074988777,20.07494021858,774.97669212694,760.20658738269
8/20/24,752.83580966919,-5.11376298751,761.91953941022,751.01161805455
8/19/24,757.94957265670,12.50399679438,758.07077024239,747.65907144543
8/16/24,745.44557586232,-1.21059066742,753.46115790737,742.80253998130
8/15/24,746.65616652974,8.14628303728,748.94689880321,739.91677581667
8/14/24,738.50988349246,-3.23751856563,747.13464646746,735.94433226492
8/13/24,741.74740205809,12.51483420197,744.16080833067,734.20766238273
8/12/24,729.23256785612,-7.06909514374,736.19499350701,727.56283983021
8/9/24,736.30166299986,1.18959242993,740.31281095042,734.05931604623
8/8/24,735.11207056993,12.47729371392,738.27513135356,727.45971637207
8/7/24,722.63477685601,-18.62457288345,754.93469053131,721.82623302297
8/6/24,741.25934973946,0.96655664098,754.25207142603,728.83700514050
8/5/24,740.29279309848,-21.02636940090,749.66359783850,719.14881310006
8/2/24,761.31916249938,-15.76706884058,768.21518971123,752.08513982743
8/1/24,777.08623133996,-13.16964763072,797.79039254347,771.17537426119
7/31/24,790.25587897068,-0.82344866158,808.44048710224,786.44619768536
7/30/24,791.07932763226,7.88962492600,795.03161474532,783.66960258899
7/29/24,783.18970270626,4.99026760395,785.60943704874,775.74939735445
7/26/24,778.19943510231,24.04402717803,783.30026963088,766.81110164250
7/25/24,754.15540792428,13.90166321519,768.22630126207,741.02425890564
7/24/24,740.25374470909,-21.18546479898,759.45178931574,739.96879870384
